X,Y,OBJECTID,AREASYMBOL,SPATIALVER,FEATSYM,FEATKEY,Rowid_,FEATSYM_1,FEAT_NAME,FEAT_DESC
-71.788679469,41.8835453520001,591,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5400420289999,41.889950131,592,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6263660819999,41.8880784510001,593,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.517534774,41.8905182560001,594,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7676926889999,41.885251403,595,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.743398078,41.8864022390001,596,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5603694869999,41.890774574,597,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.562206131,41.8865393670001,598,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.786275202,41.88132532,599,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.766130639,41.881880369,600,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.532886901,41.8875911280001,601,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5762034059999,41.882421338,602,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.691499677,41.879886651,603,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.638257154,41.882753429,604,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.415049406,41.8877860910001,605,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.531933544,41.8840863180001,606,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.629382563,41.8821329990001,607,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.61752133,41.882759966,608,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6232669569999,41.882646811,609,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.70222382,41.879990251,610,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6267938939999,41.904211773,611,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.79134156,41.900499596,612,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.520228886,41.907516254,613,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.784807531,41.9010519620001,614,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.752788828,41.901054812,615,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.758093399,41.9005267520001,616,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4398871669999,41.9078572290001,617,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.77576111,41.900265237,618,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4888961569999,41.9056157410001,619,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.763746323,41.898566896,620,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.531358546,41.903718414,621,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.625394452,41.902744269,622,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5176237909999,41.9051823980001,623,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5248283719999,41.9051802180001,624,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.572391651,41.9041341550001,625,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7503751739999,41.903891081,626,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.749039936,41.9039231,627,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.63222168,41.9060685320001,628,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.627243332,41.907389521,629,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.637394656,41.9069268380001,630,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.687125162,41.9038050830001,631,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.628041458,41.905344837,632,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6346961849999,41.909339485,633,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.780741303,41.905956884,634,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5800455039999,41.9106896430001,635,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6409816079999,41.909492035,636,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4999440079999,41.9128863720001,637,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6382620159999,41.9095907760001,638,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6379336109999,41.9080491760001,639,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.765369227,41.9051785410001,640,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.779909986,41.9049892780001,641,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.760027943,41.9044697670001,642,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6683914389999,41.9072547390001,643,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.633593296,41.9073204520001,644,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6351781449999,41.907293128,645,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.637809056,41.8972180800001,646,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.61506057,41.8975154680001,647,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.626367423,41.8972779270001,648,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.468992153,41.90091232,649,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.600002983,41.8957666690001,650,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7764205989999,41.892019958,651,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.776420096,41.892618762,652,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.56799769,41.897919476,653,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5997832099999,41.8973386110001,654,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.777709401,41.893285458,655,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7725444719999,41.8937154500001,656,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6310068069999,41.900972166,657,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.632173401,41.897874383,658,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7870488519999,41.8942792170001,659,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.485453373,41.903411804,660,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.630253609,41.9004219780001,661,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.780107799,41.8969962940001,662,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5339219,41.903031432,663,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7635176639999,41.897797939,664,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.571908854,41.9004705930001,665,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.707598799,41.897812022,666,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.788163143,41.8961703420001,667,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.753969503,41.895159316,668,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.557040865,41.8998932480001,669,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.759021611,41.895497107,670,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7061148669999,41.8969240430001,671,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.776348012,41.8909497560001,672,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6271761099999,41.8944676410001,673,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.78450679,41.890770048,674,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.532232946,41.893617046,675,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.634601973,41.891366002,676,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.656354858,41.8909138820001,677,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.628061908,41.8917006080001,678,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.623214655,41.8923113130001,679,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.60424255,41.892752536,680,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.606683529,41.8927061,681,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.781822233,41.8888804330001,682,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.530629822,41.8951608250001,683,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.608507598,41.893771273,684,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.640602411,41.893592068,685,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5996817879999,41.895053369,686,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.721685594,41.8892249290001,687,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.454336059,41.895057728,688,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.562045868,41.892023814,689,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.42192592,41.8952917500001,690,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.784515842,41.880998425,691,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.595125721,41.890725624,692,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.56229984,41.8916749580001,693,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.622877869,41.8905537950001,694,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.651076439,41.889302377,695,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.670568555,41.888854784,696,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.523211335,41.913989094,697,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.784631512,41.907770058,698,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.477283364,41.9155754540001,699,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5417593139999,41.9142190950001,700,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.759250605,41.909424646,701,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6321393699999,41.912433079,702,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.760385514,41.9095403160001,703,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.568648126,41.914047936,704,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7675453369999,41.909444427,705,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.541702484,41.914765091,706,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.568341684,41.914320515,707,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.38313375,41.918131047,708,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.787803391,41.909260025,709,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.714622332,41.9092229770001,710,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.425244651,41.915746277,711,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.476971893,41.9147040720001,712,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7164271239999,41.908964144,713,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.703185224,41.908849145,714,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.541510875,41.9126981150001,715,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7831386939999,41.906811168,716,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.776786219,41.9068884490001,717,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.514250578,41.919121,718,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.747902011,41.913906114,719,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.3830286099999,41.9195182820001,720,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6029954909999,41.9162636090001,721,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7482704779999,41.912974214,722,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.776632159,41.9123542890001,723,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5043342819999,41.91866251,724,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7546246329999,41.914600471,725,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.673702045,41.916276517,726,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6337052759999,41.917314364,727,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5778489419999,41.9181554050001,728,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4651807339999,41.9206859020001,729,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.6117495509999,41.915771926,730,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.749590293,41.9125958550001,731,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.763429151,41.911439321,732,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.4511640119999,41.9186041720001,733,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.790207154,41.9109980970001,734,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.5824026619999,41.914824267,735,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.541824526,41.915113611,736,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7183155659999,41.911360028,737,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.590810886,41.9125993760001,738,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.547224817,41.919838994,739,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.726126326,41.916375423,740,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.658471456,41.917963292,741,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.7496622099999,41.916246008,742,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.557823736,41.921260397,743,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.550249177,41.921492073,744,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
-71.582088509,41.9209906670001,745,RI600,12,WET,229382,14,WET,Wet Spot,Somewhat poorly drained to very poorly drained area that is at least 2 drainage classes wetter than the named soils in the surrounding map unit.
